match_id,league_id,hometeam_id,awayteam_id,hometeam_score,awayteam_score,date,match_location
910,3,50,46,2,2,2027/09/09,FC Augsburg Stadium
911,3,50,47,0,3,2027/09/10,FC Augsburg Stadium
912,3,50,48,3,4,2027/09/11,FC Augsburg Stadium
913,3,50,49,1,4,2027/09/12,FC Augsburg Stadium
914,3,50,51,2,3,2027/09/13,FC Augsburg Stadium
915,3,50,52,1,2,2027/09/14,FC Augsburg Stadium
916,3,50,53,1,0,2027/09/15,FC Augsburg Stadium
917,3,50,54,0,2,2027/09/16,FC Augsburg Stadium
918,3,50,55,4,0,2027/09/17,FC Augsburg Stadium
919,3,50,56,5,2,2027/09/18,FC Augsburg Stadium
920,3,50,57,3,3,2027/09/19,FC Augsburg Stadium
921,3,51,41,3,5,2027/09/20,VfL Wolfsburg Stadium
922,3,51,42,5,2,2027/09/21,VfL Wolfsburg Stadium
923,3,51,43,3,4,2027/09/22,VfL Wolfsburg Stadium
924,3,51,44,2,3,2027/09/23,VfL Wolfsburg Stadium
925,3,51,45,3,5,2027/09/24,VfL Wolfsburg Stadium
926,3,51,46,2,4,2027/09/25,VfL Wolfsburg Stadium
927,3,51,47,2,2,2027/09/26,VfL Wolfsburg Stadium
928,3,51,48,0,5,2027/09/27,VfL Wolfsburg Stadium
929,3,51,49,3,0,2027/09/28,VfL Wolfsburg Stadium
930,3,51,50,1,0,2027/09/29,VfL Wolfsburg Stadium
931,3,51,52,3,1,2027/09/30,VfL Wolfsburg Stadium
932,3,51,53,1,0,2027/10/01,VfL Wolfsburg Stadium
933,3,51,54,1,4,2027/10/02,VfL Wolfsburg Stadium
934,3,51,55,5,2,2027/10/03,VfL Wolfsburg Stadium
935,3,51,56,0,4,2027/10/04,VfL Wolfsburg Stadium
936,3,51,57,0,5,2027/10/05,VfL Wolfsburg Stadium
937,3,52,41,0,1,2027/10/06,FSV Mainz 05 Stadium
938,3,52,42,1,2,2027/10/07,FSV Mainz 05 Stadium
939,3,52,43,3,1,2027/10/08,FSV Mainz 05 Stadium
940,3,52,44,1,4,2027/10/09,FSV Mainz 05 Stadium
941,3,52,45,1,0,2027/10/10,FSV Mainz 05 Stadium
942,3,52,46,1,3,2027/10/11,FSV Mainz 05 Stadium
943,3,52,47,1,2,2027/10/12,FSV Mainz 05 Stadium
944,3,52,48,4,3,2027/10/13,FSV Mainz 05 Stadium
945,3,52,49,4,1,2027/10/14,FSV Mainz 05 Stadium
946,3,52,50,2,4,2027/10/15,FSV Mainz 05 Stadium
947,3,52,51,4,2,2027/10/16,FSV Mainz 05 Stadium
948,3,52,53,2,3,2027/10/17,FSV Mainz 05 Stadium
949,3,52,54,0,5,2027/10/18,FSV Mainz 05 Stadium
950,3,52,55,5,5,2027/10/19,FSV Mainz 05 Stadium
951,3,52,56,1,3,2027/10/20,FSV Mainz 05 Stadium
952,3,52,57,0,5,2027/10/21,FSV Mainz 05 Stadium
953,3,53,41,0,0,2027/10/22,Borussia Mönchengladbach Stadium
954,3,53,42,4,4,2027/10/23,Borussia Mönchengladbach Stadium
955,3,53,43,2,3,2027/10/24,Borussia Mönchengladbach Stadium
956,3,53,44,2,1,2027/10/25,Borussia Mönchengladbach Stadium
957,3,53,45,4,5,2027/10/26,Borussia Mönchengladbach Stadium
958,3,53,46,4,1,2027/10/27,Borussia Mönchengladbach Stadium
959,3,53,47,3,0,2027/10/28,Borussia Mönchengladbach Stadium
960,3,53,48,0,0,2027/10/29,Borussia Mönchengladbach Stadium
961,3,53,49,3,1,2027/10/30,Borussia Mönchengladbach Stadium
962,3,53,50,1,3,2027/10/31,Borussia Mönchengladbach Stadium
963,3,53,51,3,5,2027/11/01,Borussia Mönchengladbach Stadium
964,3,53,52,4,5,2027/11/02,Borussia Mönchengladbach Stadium
965,3,53,54,2,3,2027/11/03,Borussia Mönchengladbach Stadium
966,3,53,55,2,5,2027/11/04,Borussia Mönchengladbach Stadium
967,3,53,56,5,3,2027/11/05,Borussia Mönchengladbach Stadium
968,3,53,57,0,5,2027/11/06,Borussia Mönchengladbach Stadium
969,3,54,41,1,1,2027/11/07,FC Union Berlin Stadium
970,3,54,42,3,2,2027/11/08,FC Union Berlin Stadium
971,3,54,43,3,5,2027/11/09,FC Union Berlin Stadium
972,3,54,44,3,0,2027/11/10,FC Union Berlin Stadium
973,3,54,45,5,4,2027/11/11,FC Union Berlin Stadium
974,3,54,46,1,5,2027/11/12,FC Union Berlin Stadium
975,3,54,47,1,5,2027/11/13,FC Union Berlin Stadium
976,3,54,48,1,3,2027/11/14,FC Union Berlin Stadium
977,3,54,49,2,2,2027/11/15,FC Union Berlin Stadium
978,3,54,50,0,2,2027/11/16,FC Union Berlin Stadium
979,3,54,51,4,5,2027/11/17,FC Union Berlin Stadium
980,3,54,52,0,2,2027/11/18,FC Union Berlin Stadium
981,3,54,53,1,1,2027/11/19,FC Union Berlin Stadium
982,3,54,55,0,4,2027/11/20,FC Union Berlin Stadium
983,3,54,56,4,5,2027/11/21,FC Union Berlin Stadium
984,3,54,57,5,4,2027/11/22,FC Union Berlin Stadium
985,3,55,41,5,0,2027/11/23,VfL Bochum 1848 Stadium
986,3,55,42,3,2,2027/11/24,VfL Bochum 1848 Stadium
987,3,55,43,4,4,2027/11/25,VfL Bochum 1848 Stadium
988,3,55,44,3,1,2027/11/26,VfL Bochum 1848 Stadium
989,3,55,45,4,4,2027/11/27,VfL Bochum 1848 Stadium
990,3,55,46,1,2,2027/11/28,VfL Bochum 1848 Stadium
991,3,55,47,5,3,2027/11/29,VfL Bochum 1848 Stadium
992,3,55,48,1,0,2027/11/30,VfL Bochum 1848 Stadium
993,3,55,49,2,2,2027/12/01,VfL Bochum 1848 Stadium
994,3,55,50,1,5,2027/12/02,VfL Bochum 1848 Stadium
995,3,55,51,2,2,2027/12/03,VfL Bochum 1848 Stadium
996,3,55,52,3,2,2027/12/04,VfL Bochum 1848 Stadium
997,3,55,53,0,4,2027/12/05,VfL Bochum 1848 Stadium
998,3,55,54,4,2,2027/12/06,VfL Bochum 1848 Stadium
999,3,55,56,5,3,2027/12/07,VfL Bochum 1848 Stadium
1000,3,55,57,2,3,2027/12/08,VfL Bochum 1848 Stadium
1001,3,56,41,1,3,2027/12/09,FC St. Pauli Stadium
1002,3,56,42,3,3,2027/12/10,FC St. Pauli Stadium
1003,3,56,43,2,5,2027/12/11,FC St. Pauli Stadium
1004,3,56,44,0,0,2027/12/12,FC St. Pauli Stadium
1005,3,56,45,4,0,2027/12/13,FC St. Pauli Stadium
1006,3,56,46,5,4,2027/12/14,FC St. Pauli Stadium
1007,3,56,47,2,5,2027/12/15,FC St. Pauli Stadium
1008,3,56,48,0,4,2027/12/16,FC St. Pauli Stadium
1009,3,56,49,4,0,2027/12/17,FC St. Pauli Stadium
1010,3,56,50,3,0,2027/12/18,FC St. Pauli Stadium
1011,3,56,51,4,3,2027/12/19,FC St. Pauli Stadium
1012,3,56,52,1,3,2027/12/20,FC St. Pauli Stadium
1013,3,56,53,5,4,2027/12/21,FC St. Pauli Stadium
1014,3,56,54,4,3,2027/12/22,FC St. Pauli Stadium
1015,3,56,55,0,3,2027/12/23,FC St. Pauli Stadium
1016,3,56,57,5,3,2027/12/24,FC St. Pauli Stadium
1017,3,57,41,0,1,2027/12/25,Holstein Kiel Stadium
1018,3,57,42,2,2,2027/12/26,Holstein Kiel Stadium
1019,3,57,43,4,2,2027/12/27,Holstein Kiel Stadium
1020,3,57,44,0,4,2027/12/28,Holstein Kiel Stadium
1021,3,57,45,4,2,2027/12/29,Holstein Kiel Stadium
1022,3,57,46,4,5,2027/12/30,Holstein Kiel Stadium
1023,3,57,47,5,3,2027/12/31,Holstein Kiel Stadium
1024,3,57,48,5,5,2028/01/01,Holstein Kiel Stadium
1025,3,57,49,2,4,2028/01/02,Holstein Kiel Stadium
1026,3,57,50,1,1,2028/01/03,Holstein Kiel Stadium
1027,3,57,51,2,2,2028/01/04,Holstein Kiel Stadium
1028,3,57,52,4,1,2028/01/05,Holstein Kiel Stadium
1029,3,57,53,0,0,2028/01/06,Holstein Kiel Stadium
1030,3,57,54,4,4,2028/01/07,Holstein Kiel Stadium
1031,3,57,55,4,3,2028/01/08,Holstein Kiel Stadium
1032,3,57,56,1,5,2028/01/09,Holstein Kiel Stadium
